0000 ゴールド
5810 インフィニティウィップ4
5910 インフィニティウィップ5
5A10 インフィニティウィップ6
5B10 インフィニティウィップ7
5C10 インフィニティウィップ8
5D10 インフィニティウィップ9
5E10 インフィニティテイル1
5F10 インフィニティテイル2
6010 インフィニティテイル3
6110 インフィニティテイル4
6210 インフィニティテイル5
6310 インフィニティテイル6
6410 インフィニティテイル7
6510 インフィニティテイル8
6610 インフィニティテイル9
6710 インフィニティグローブ1
6810 インフィニティグローブ2
6910 インフィニティグローブ3
6A10 インフィニティグローブ4
6B10 インフィニティグローブ5
6C10 インフィニティグローブ6
6D10 インフィニティグローブ7
6E10 インフィニティグローブ8
6F10 インフィニティグローブ9
7010 ファーストフルヒールポーション
7810 風の羽
7A10 パーティー完全復活巻物
7B10 不屈の冒険家バッジ[NoBank]
7C10 俊足のバッジ[NoBank]
7D10 インフィニティガード[Trade]
7E10 導きの鐘
7F10 ミニ・コスミックストーン[NoBank]
8010 コスミックストーン[NoBank]
8210 アブソーブ・チェーン
8310 暁の封印玉
8410 賢者ゲイツの推薦状
8610 アレン婦人の手紙
8710 マルトンの返事
8810 白い絹糸
8910 神獣の体液
8A10 エントの枝
8B10 黒い太針
8C10 ランディスの幸運くじ
8D10 金のインゴット
8E10 甘いハニークッキー
8F10 心の実
9010 十使徒の笛
9110 ディオレンの自尊
9210 クオトンの暴走
9310 ランの憂鬱
9410 ゴンゴンの憎悪
9510 グローケンの虚無
9610 ティルカンの憤激
9710 バルベルドの我欲
9810 アルシウスの嫉妬
9910 シュムの混沌
9A10 バルカインの孤独
9B10 インフィニティガード
9C10 インフィニティアップ
9D10 メロープの手紙
9E10 品種改良済みホットリアオイの種袋
9F10 品種改良済みホットリアオイの種
A010 バオバブの木皮
A110 溶解液
A210 聖水
A310 漂白剤
A410 浄化の巻物
A510 ミラージュストーンのかけら
A610 ミラージュストーン
A710 壊れたペンダントのかけら
A810 妖精のペンダント
A910 破れた妖精の羽衣
AA10 盟約の指輪
AB10 ケリービーの錆びた短剣
AC10 ラグーの錆びた槍
AD10 カーセルの錆びた盾
AE10 シュロームの錆びた鋼鉄ブーツ
AF10 ブルーローズマリー
B010 ゼラタ
B110 プエルの契約書
B210 嵐の勲章 B
B310 嵐の勲章 C
B410 嵐の勲章 D
B510 光の縛り縄
B610 クリスマスの靴下
B710 インフィニティ武器体験券
B810 測量道具
B910 食料袋
BA10 サビス・ラガー 16年産
BB10 ゴードンの手紙
BC10 建築契約書
BD10 魔法の薬
BE10 デスピンサーの毒
BF10 アーマーゴーレムの心臓
C010 中和した魔法の薬
C110 赤い宝石のかけら
C210 リプリートマーキの霊石
C310 サボテンの根
C410 流れの石
C510 湖の妖精のメッセージ1
C610 盟約のネックレス
C710 湖の妖精のメッセージ2
C810 湖の妖精のメッセージ3
C910 妖精のダイイングメッセージ
CA10 運命の綛糸
CB10 5級諜報員の証
CC10 錆鎌
CD10 錆鎌DX
CE10 錆鎌Ultimate
CF10 ダイヤモンドサイズ
D010 ダイヤモンドサイズGDX
D110 ダイヤモンドサイズUltimate
D210 鋼の鎌
D310 鋼の鎌GDX
D410 鋼の鎌Ultimate
D510 巨人の鎌
D610 巨人の鎌XLS
D710 巨人の鎌Ultimate
D810 銅の鎌
D910 銅の鎌GDX
DA10 銅の鎌Ultimate
DB10 斬馬鎌
DC10 斬馬鎌LX
DD10 斬馬鎌Ultimate
DE10 鋭い鎌
DF10 鋭い鎌DX
E010 鋭い鎌Ultimate
E110 厚鎌
E210 厚鎌DX
E310 厚鎌Ultimate
E410 銀メッキの鎌
E510 銀メッキの鎌GDX
E610 銀メッキの鎌Ultimate
E710 三日月
E810 三日月XLS
E910 三日月Ultimate
EA10 青銅の鎌
EB10 青銅の鎌GDX
EC10 青銅の鎌Ultimate
ED10 鉤鎌
EE10 鉤鎌LX
EF10 鉤鎌Ultimate
F010 草薙の鎌
F110 草薙の鎌LX
F210 草薙の鎌Ultimate
F310 ティモナの手鏡の欠片
F410 RED STONE探索機
F510 レザースカート
F610 レザースカートDX
F710 レザースカートUltimate
F810 ブロークンオープナー
F910 レフトサイズ
FA10 トリプルバインド
FB10 逆転の名手
FC10 方天戟
FD10 サイクロプス
FE10 ポータル・スフィアー[10日版]
0011 アルタミコ
0111 エールキースの手紙
0211 バルベルトの聖具
0311 ベルートスの研究日誌
0411 ビルベルトの聖具
0511 生命の水玉
0611 生命の風玉
0711 生命の地玉
0811 アンゼリカ
0911 メイのネックレス
0A11 浄化の聖水
0B11 子供の遺骨
0C11 ミゲルの日誌
0D11 フォレストモア
0E11 ドラグーンサイズ
0F11 ウォーターベイン
1011 残酷な審判
1111 グラッジサイズ
1211 ダウト
1311 大鷲の鎌
1411 かまいたち
1511 偽りの鎌
1611 ブラッドメモリー
1711 マジックサイズ
1811 タイタンサイズ
1911 死神の鎌
1A11 ワイルドシザー
1B11 プリンセスコロナ
1C11 デスティニー
1D11 ゴールドライス
1E11 フルスイング
1F11 マンティスサイズ
2011 月鎌
2111 イーヴィルサイズ
2211 パナギアの鎌
2311 カプリスサイズ
2411 プリンセスコロナ[D]
2511 デスティニー[D]
2611 イーヴィルサイズ[D]
2711 ワイルドシザー[D]
2811 ライアのペンダント
2911 北極星の呪い
2A11 ティモナメイル
2B11 北極星の呪い[D]
2C11 ティモナメイル[D]
2D11 洞窟亀の卵
2E11 小さな団子
2F11 変異フロッグ
3011 甘い蜂蜜
3111 虫壷
3211 青い原石
3311 洞窟スパイダーの毒袋
3411 マファスの箱
3711 タティリスの栄光セット引替券A
3811 タティリスの栄光セット引替券B
3911 セットアイテム引替券A
3A11 セットアイテム引替券B
3E11 チョコレート
3F11 拘束の首輪
4011 マジックペーパーA
4111 マジックペーパーB
4211 マジックペーパーC
4311 牢屋の鍵
4411 カリモの葉
4511 カリモの絞り汁
4611 ヴァンパイアの牙
4711 所有権証明書
4811 シャトゥ・ラヴォヌ
4911 エシリアの花の種
4A11 堅いバオバブの枝
4B11 変装用の仮面
4C11 ジュペスのマント
4D11 ジュペスのイヤリング
5211 ブレイザーの結晶体カバン
5311 ボーンキメラの骨カバン
5411 伝染病ワクチン
5511 上級魔力結晶体
5611 上級魔力抽出機
5711 下級魔力抽出機
5811 太陽のオーラ
5911 水のオーラ
5A11 大地のオーラ
5B11 <c:CYAN>使節団の印<n>
5C11 幸運の種
6811 呪われた山の人参
6B11 下級魔力結晶体
6C11 神秘鏡
6D11 神秘鏡のかけら
6E11 神秘鏡DX
6F11 神秘鏡のかけらDX
7011 上級魔力抽出機DX
7111 下級魔力抽出機DX
7311 不屈の冒険家バッジ
7411 俊足のバッジ
7511 プチ・コスミックストーン
7611 ミニ・コスミックストーン
7711 コスミックストーン
8611 インフィニティサイズ1
8711 インフィニティサイズ2
8811 インフィニティサイズ3
8911 インフィニティサイズ4
8A11 インフィニティサイズ5
8B11 インフィニティサイズ6
8C11 インフィニティサイズ7
8D11 インフィニティサイズ8
8E11 インフィニティサイズ9
8F11 インフィニティサイズ‘永遠’
9011 ファーストフルヒールポーション(E)
9111 希望の指輪<c:WHITE>[ファイア]<n>
9211 タートル召喚状3回セット
9311 タートル召喚状7回セット
9411 タートル召喚状30回セット
9511 リスポケットベル3回セット
9611 リスポケットベル7回セット
9711 リスポケットベル30回セット
9811 ドレイクサモンセット3回セット
9911 ドレイクサモンセット7回セット
9A11 ドレイクサモンセット30回セット
9B11 ギアカーペットツール3回セット
9C11 ギアカーペットツール7回セット
9D11 ギアカーペットツール30回セット
9E11 ワイルドキャットのエンブレム3回セット
9F11 ワイルドキャットのエンブレム7回セット
A011 ワイルドキャットのエンブレム30回セット
B411 希望の指輪<c:WHITE>[シールド]<n>
B511 記憶の指輪<c:WHITE>[チャージ]<n>
B611 記憶の指輪<c:WHITE>[トラップ]<n>
B711 記憶の指輪<c:WHITE>[プログレス]<n>
B811 記憶の指輪<c:WHITE>[トランスフォーム]<n>
B911 思い出の指輪<c:WHITE>[エクスペリエンス]<n>
BA11 思い出の指輪<c:WHITE>[ソウルガード]<n>
BB11 思い出の指輪<c:WHITE>[バーサーカー]<n>
BC11 思い出の指輪<c:WHITE>[バイタリティー]<n>
BD11 刻印の書[刊本]
BE11 刻印の書[写本]
BF11 刻印の書 [原本]
C011 刻印の書DX[刊本]
C111 刻印の書DX[写本]
C211 刻印の書DX[原本]
C311 刻印の羊皮紙 第3章
C411 刻印の羊皮紙 第5章
C511 刻印の羊皮紙 第10章
C611 刻印の羊皮紙 第15章
C711 クロネの宝石箱
C811 クロネの書類ケース
C911 拳撃クロー
CA11 刀撃クロー
CB11 鋼撃クロー
CC11 スリークロー
CD11 偃月クロー
CE11 槍撃クロー
CF11 蛇撃クロー
D011 鷹撃クロー
D111 熊撃クロー
D211 豹撃クロー
D311 ウェーブクロー
D411 巨大拳撃クロー
D511 銀撃クロー
D611 金撃クロー
D711 アブソリュート・シールド・ビースト
D811 秘伝書6
D911 偵察兵の階級章
DA11 ドゥームスフィアの羽
DB11 悪魔の翼
DC11 デーモンの兜
DD11 ウェアーゴートの汗腺
DE11 改造したデーモンの兜
DF11 錆びた斧
E011 錆びた短剣
E111 錆びた鈍器
E211 錆びた剣
E311 地下界の根
E411 美味しそうな地下界の根
E511 怪しい文書
E611 悪魔軍の重要文書
E711 石版の欠片
E811 拓本道具
E911 ダメルディ遺跡の石板の拓本
EA11 test0
EB11 test1
EC11 石版解読文
ED11 古代スライムの血液
EE11 妖精の粉
EF11 爆発魔法の呪文書
F011 転生者名簿
F111 四天王の階級章
F211 拳撃クローDX
F311 刀撃クローDX
F411 鋼撃クローDX
F511 スリークローDX
F611 偃月クローDX
F711 槍撃クローDX
F811 蛇撃クローDX
F911 鷹撃クローDX
FA11 熊撃クローDX
FB11 豹撃クローDX
FC11 ウェーブクローDX
FD11 巨大拳撃クローDX
FE11 銀撃クローDX
FF11 金撃クローDX
0012 拳撃クローUltimate
0112 刀撃クローUltimate
0212 鋼撃クローUltimate
0312 スリークローUltimate
0412 偃月クローUltimate
0512 槍撃クローUltimate
0612 蛇撃クローUltimate
0712 鷹撃クローUltimate
0812 熊撃クローUltimate
0912 豹撃クローUltimate
0A12 ウェーブクローUltimate
0B12 巨大拳撃クローUltimate
0C12 銀撃クローUltimate
0D12 金撃クローUltimate
0E12 ミニRED STONE探索機
0F12 シンとリンのおもちゃDX
1012 推敲の羽DX
1112 活動の破片DX
1412 防寒用腕貫き
1512 イナナンのタンバリン
1612 エルボーパッド
1712 不屈の闘魂
1812 シューガードーナツ
1912 黒い編み手袋
1A12 死の領域
1B12 ハンティング・グローブ
1C12 チャーミング・ブレスレット
1D12 七番目の鱗
1E12 ジャイアント・ピアス
1F12 バーイキングの角
2012 ナックル・シスターズ
2112 リボルバー・バンブレース
2212 レザースーツ
2312 レザースーツDX
2412 レザースーツUltimate
2512 南極星の怒り
2612 ティモナのプライド
2712 ダイヤモンドリング
2812 ジョイントブレイカー
2912 レッドスコーピオン
2A12 ミスティーテイル
2B12 シャドースネーク
2C12 バジュラ
2D12 ライトニング・ディスチャージ
2E12 カタルシス
2F12 ヘリックス・プロヴィデンス
3012 ニーズヘッグの前足
3112 八色鳥
3212 測定不能
3312 サーベルタイガー
3512 スケルトン
3612 ケルベロスの炎
3812 破れた日記の切れ端 1
3912 破れた日記の切れ端 2
3A12 破れた日記の切れ端 3
3B12 破れた日記の切れ端 4
3C12 破れた日記の切れ端 5
3D12 破れた日記の切れ端 6
3E12 破れた日記の切れ端 7
3F12 破れた日記の切れ端 8
4012 破れた日記の切れ端 9
4112 刻印に失敗した指輪
4312 初心者タートル召喚状[30日]
4412 力のバッジ
4512 敏捷のバッジ
4612 健康のバッジ
4712 知恵のバッジ
4812 知識のバッジ
4912 カリスマのバッジ
4A12 幸運のバッジ
4B12 リフレクティング・シャード[E]
4C12 スキル＋5バッジ
4D12 スキル＋10バッジ
4E12 体力増強バッジ
4F12 CP増強バッジ
5012 防御力増強バッジ
5212 装備＋50バッジ
5312 装備＋100バッジ
5412 不屈の冒険家バッジ Z
5512 俊足のバッジ Z
5612 運命の綛糸収納箱
5712 HP100％バッジ
5812 CP100％バッジ
5912 熱血の指輪
5A12 儚い希望の指輪
5B12 刻印済みシャークフィン
5C12 刻印済みスティングララバイ
5D12 冒険家協会の羅針盤‘ブルンネンシュティグ’
5E12 冒険家協会の羅針盤‘ブリッジヘッド’
5F12 冒険家協会の羅針盤‘アリアン’
6012 冒険家協会の羅針盤‘スマグ’
6112 冒険家協会の羅針盤‘ビガプール’
6212 イディアの確認証
6312 遺跡発掘品の配達袋
6412 任務遂行の印 1
6512 任務遂行の印 2
6612 盗まれた装備収納箱
6712 改良兵器収納箱
6812 RED STONE探索機[Silver]
6912 RED STONE探索機[Gold]
6A12 古本
6B12 古本DX
6C12 古本Ultimate
6D12 分厚い本
6E12 分厚い本DX
6F12 分厚い本Ultimate
7012 薄い本
7112 薄い本DX
7212 薄い本Ultimate
7312 天上界の本
7412 天上界の本DX
7512 天上界の本Ultimate
7612 地下界の本
7712 地下界の本DX
7812 地下界の本Ultimate
7912 封印されし本
7A12 封印されし本DX
7B12 封印されし本Ultimate
7C12 巨大な本
7D12 巨大な本DX
7E12 巨大な本Ultimate
7F12 古びた羊皮紙
8012 古びた羊皮紙DX
8112 古びた羊皮紙Ultimate
8212 木簡
8312 木簡DX
8412 木簡Ultimate
8512 石版
8612 石版DX
8712 石版Ultimate
8812 ハードカバー
8912 ハードカバーDX
8A12 ハードカバーUltimate
8B12 辞書
8C12 辞書DX
8D12 辞書Ultimate
8E12 竹簡
8F12 竹簡DX
9012 竹簡Ultimate
9112 石碑
9212 石碑DX
9312 石碑Ultimate
9412 レネの日記
9512 子供大百科事典
9612 ビット操作マニュアル
9712 光化学入門書
9812 ビリファーンの連判状
9912 スマグ緊急連絡網
9A12 ゴドム共和国建国国債
9B12 ダメル怪談集
9C12 モンスター図鑑：人間型
9D12 鍋敷き
9E12 モンスター図鑑：アンデッド型
9F12 モンスター図鑑：動物型
A012 モンスター図鑑：悪魔型
A112 チェーンメール
A212 マグナ・カルタ
A312 ウィジャボード
A412 悲嘆の叫び
A512 妖しい本
A612 フランデル年代記
A712 バリアート人権宣言書
A812 ホログラムディスプレイ
A912 モンスター図鑑：神獣型
AA12 ディックの書
AB12 ラボラス・タブレット
AC12 淑女の口説き方
AD12 王の心火
AE12 孫子の兵法
AF12 王立図書館蔵書リスト
B012 初回限定版
B112 都市伝説
B212 森羅万象の理
B312 インバネスコート
B412 インバネスコートDX
B512 インバネスコートUltimate
B612 1級司書制服
B712 燕尾服
B812 G-STARプレゼントクーポン引替券
B912 G-STARプレゼントA引替券
BA12 G-STARプレゼントB引替券
BB12 G-STARプレゼントC引替券
BC12 G-STARプレゼントD引替券
BD12 レネのハンカチ
BE12 デビルスカラーの懐中時計
BF12 ミュータントフラワー
C212 背徳の白剣
C312 鮮血の英剣
C412 背教者の救済
C512 百鍛の鉄拳
C612 貪食の砕牙
C712 制御の法杖
C812 非情王の罠
C912 歓喜の共鳴器
CA12 誘惑の魔笛
CB12 尊重の翼
CC12 聖者降臨
CD12 熱望の血痕
CE12 破滅の光弓
CF12 魅惑の拘束具
D512 インフィニティクロー1
D612 インフィニティクロー2
D712 インフィニティクロー3
D812 インフィニティクロー4
D912 インフィニティクロー5
DA12 インフィニティクロー6
DB12 インフィニティクロー7
DC12 インフィニティクロー8
DD12 インフィニティクロー9
DE12 インフィニティクロー‘自由’
DF12 リドルクリスタル
E012 実験用増幅器 Lv1
E112 実験用増幅器 Lv2
E212 実験用増幅器 Lv3
E312 ギルドマーク・拡張パッケージ[P]
E412 ギルドマーク・ハングルパッケージ[P]
E512 ギルドマーク・アルファベットパッケージ[P]
E612 ギルドマーク・漢字パッケージ[P]
E712 ギルドマーク・アイテムパッケージ[P]
E812 ギルドマーク・動物パッケージ[P]
E912 ギルドマーク・スペシャルパッケージ[P]
EA12 ギルドマーク・ラグジュアリーパッケージ[P]
EB12 ギルドマーク・ユニーク１パッケージ[P]
EC12 ギルドマーク・ユニーク２パッケージ[P]
ED12 ギルドマーク・シグナルパッケージ[P]
EE12 恩寵の魔石
EF12 特級成長の秘薬
F012 行商人の極意[1日]
F112 行商人の極意[7日]
F212 行商人の極意[15日]
F312 行商人の極意[Sample]
F412 インフィニティリング<c:GOLDYELLOW>1<n>
F512 インフィニティリング<c:GOLDYELLOW>2<n>
F612 発火石
F712 断熱石
F812 炎の石
F912 インフィニティリング<c:GOLDYELLOW>6<n>
FA12 インフィニティリング<c:GOLDYELLOW>7<n>
FB12 インフィニティリング<c:GOLDYELLOW>8<n>
FC12 インフィニティリング<c:GOLDYELLOW>9<n>
FD12 インフィニティリング<c:GOLDYELLOW>‘紅玉’<n>
FE12 ロンディスの幸運くじ
FF12 虹色の魔力増幅槌
0013 虹色の再構成鉄床
0113 漆黒のポータルストーン[地下界の町]
0213 漆黒のポータルストーン[ロシペル城]
0313 馬上刀
0413 アングラヘル
0513 魔界の業火
0613 ヘルグリム
0713 嘆きの弓
0813 ファイアエルプション
0913 腐敗の黒き棘
0A13 ハルテア
0B13 シーススタッフ
0C13 燃えさかる目
0D13 錆色の毒牙
0E13 アランの牙
0F13 強固なる指導者
1013 童心のフルート
1113 無限の絆
1213 ホールオブフェイス
1313 闘神の鉄槌
1413 運命の翼
1513 天上の輝き
1613 蝶と蜂
1713 大器晩成
1813 鉄血の意志
1913 ジェットインジェクター
1A13 一人立ち
1B13 フレキシブルスリング
1C13 セルフディフェンス
1D13 リーチトゥジエンド
1E13 耳元のささやき
1F13 苦痛と快楽
2013 魂喰らい
2113 悪巧み
2213 オーバーエッジ
2313 回天の光
2413 太古の記録
2513 オーバーテクノロジー
2613 盟友
2713 西風の刃
2813 魔王
2913 審判者の魂魄
2A13 初弦
2B13 ストライカー
2C13 独眼
2D13 堅固な先
2E13 百折不撓
2F13 ハーモニアース
3013 ブロースティック
3113 捕食者の傷痕
3213 灼かれた牙
3313 啓示の伝言
3413 得罪
3513 クライシス
3613 高貴なる気質
3713 赤き泣き声
3813 鎮魂の序幕
3913 刹那の集中
3A13 火遁
3B13 権能の手
3C13 バトルアクロバット
3D13 フェアレディ
3E13 乙女の浪漫
3F13 愛される存在
4013 薔薇星雲
4113 地獄炎
4213 沈んだ暗黒
4313 流浪の旅
4413 レクイエム
4513 インドラの献身
4613 初戦撲殺
4713 グリーク教の聖書
4813 出席名簿
4913 ★<c:GOLDYELLOW>国王の結び<n>
4A13 ★<c:GOLDYELLOW>八面鏡<n>
4B13 ★<c:GOLDYELLOW>カーディナルタフト<n>
4C13 ★<c:GOLDYELLOW>女術師のコイフ<n>
4D13 ★<c:GOLDYELLOW>複製特異点<n>
4E13 ★<c:GOLDYELLOW>女神の香り<n>
4F13 ★<c:GOLDYELLOW>ディザスター<n>
5013 ★<c:GOLDYELLOW>コンテンポラリーアルチザン<n>
5113 ★<c:GOLDYELLOW>ヘクターの誇り<n>
5213 ★<c:GOLDYELLOW>ブルーミングコイル<n>
5313 ★<c:GOLDYELLOW>漢の拳<n>
5413 ★<c:GOLDYELLOW>バターフィンガー<n>
5513 ★<c:GOLDYELLOW>タイタンの肩<n>
5613 ★<c:GOLDYELLOW>色褪せた鎧<n>
5713 ★<c:GOLDYELLOW>シックスの狂気<n>
5813 ★<c:GOLDYELLOW>ダオリングの護持<n>
5913 ★<c:GOLDYELLOW>フェノンの壺<n>
5A13 辛苦の果実
5B13 雷音
5C13 予知の棺
5D13 水魚の交わり
5E13 有終の美
5F13 ウィンドブレーカー
6013 オッドアイ
6113 ピースアンドレスト
6213 金欄の交わり
6313 アイルスの執着
6413 栄光の手袋
6513 騎士の誓い
6613 巨神の甲冑
6713 聖戦の遺物
6813 大地の怒り
6913 ロストメモリー
6A13 鉄の奔流
6B13 女帝のストール
6C13 スペルカット
6D13 神々の遊び
6E13 ネイチャーガード
6F13 暗闇に黙りし者
7013 淑女の作法
7113 不吉なコート
7213 流星の意志
7313 カスタムオーダー
7413 死の聖具
7513 人魚の涙
7613 呪われた星辰
7713 アルゴスの瞳
7813 頂きの上
7913 獅子仮面
7A13 イリスの冠
7B13 判断する者
7C13 スミレイヤリング
7D13 峡谷の突風
7E13 啓示の声
7F13 ミューサーの歌
8013 背教者ミルトリム
8113 静かな叫び
8213 ラベルナのベール
8313 大魔法師の託言
8413 女神の誘惑
8513 アマゾネスのベルト
8613 不倶戴天
8713 緩帯
8813 秤の女
8913 循環の連続
8A13 年齢の裁断師
8B13 ゴッドハンド
8C13 ドワーフの産物
8D13 神聖なる恩寵
8E13 地下界の光炎
8F13 暖かい毛皮
9013 牧神の駆け足
9113 ピンクシューズ
9213 巨神の足裏
9313 ライダーシューズ
9413 ウロボロス
9513 皆既日食
9613 セイレーンの尻尾
9713 転生者の証
9813 強大な力の聖薬
9913 強大な敏捷の聖水
9A13 強大な健康の聖水
9B13 強大な知恵の聖水
9C13 強大な知識の聖水
9D13 強大なカリスマの聖水
9E13 強大な幸運の聖水
9F13 微風紋様の腕刺青
A013 パン紋様の腕刺青
A113 サティロス紋様の腕刺青
A213 ケンタウロス紋様の腕刺青
A313 爆風紋様の腕刺青
A413 微風紋様の腕刺青LX
A513 パン紋様の腕刺青LX
A613 サティロス紋様の腕刺青GDX
A713 ケンタウロス紋様の腕刺青GDX
A813 爆風紋様の腕刺青XLS
A913 ガーゴイル紋様の腕刺青
AA13 マーブルガゴイル紋様の腕刺青
AB13 エボニーガゴイル紋様の腕刺青
AC13 オニキスガーゴイル紋様の腕刺青
AD13 オプシディアンガーゴイル紋様の腕刺青
AE13 ガーゴイル紋様の腕刺青LX
AF13 マーブルガゴイル紋様の腕刺青LX
B013 エボニーガゴイル紋様の腕刺青GDX
B113 オニキスガーゴイル紋様の腕刺青GDX
B213 オプシディアンガーゴイル紋様の腕刺青XLS
B313 時空超越のスクロール
A218 双剣士の戦闘服
B518 双剣士の戦闘服DX
B618 双剣士の戦闘服Ultimate
0E18 王国メイドユニフォーム
B318 王国メイドユニフォームDX
B418 王国メイドユニフォームUltimate
0E1A 黒炎のローブ
0F1A 黒炎のローブDX
101A 黒炎のローブUltimate
8028 レザースカートUltimate
E420 ダブルベスト
E520 ダブルベストDX
E620 ダブルベストUltimate
BB24 実験用ガウン
BC24 実験用ガウンDX
BD24 実験用ガウンUltimate
A121 ぺブルコクーン
932B 王国式コルセット
8028 赤い光
7E2B 赤い髪飾り
4121 重い魔弾石DX
762B 布の保護帯
892B 力の霊
3A21 堅い魔弾石
AC24 ボルケーノストーン
AD24 ボルケーノストーンDX
722F 船員のシャツ
732F 船員のシャツDX
742F 船員のシャツUltimate
F821 オプション魔法のお守り箱
EA2D クリーチャー鍛錬の上級ポーション(小)
F92C 満開の桜
1D2F 深海の加護
B224 ブラッディリーフ
5221 王室の強堅
5818 オーシャンルビー
8128 混沌の破片
FA26 闇商人の箱
822B 星群
802F ダークラム
812F オーバーブルーフラム
AA16 ペパーミントフラワーの硝子ビン
6D16 金色の再構成魔法書[T]
8228 混沌の破片袋
5120 密封された異界の強化石
8B28 体力回復ポーション[混沌]
4D20 オプション魔法のお守り箱
8928 小型魔力インク瓶
8A28 中型魔力インク瓶
8B28 大型魔力インク瓶
8828 CP回復ポーション[混沌]
6C16 金色の魔力増幅魔法書[T]
